-370 -350 -4.78 15.18 -10.1639 9.16389 0.05
-370 -350 -4.78 15.18 9.16389 28.4917 0.05
-370 -350 -4.78 15.18 28.4917 47.8194 0.05
-370 -350 -4.78 15.18 47.8194 67.1472 0.05
-370 -350 -4.78 15.18 67.1472 86.475 0.05
-370 -350 -4.78 15.18 86.475 105.803 0.05
-370 -350 -4.78 15.18 105.803 125.131 0.05
-370 -350 -4.78 15.18 125.131 144.458 0.05
-370 -350 -4.78 15.18 144.458 163.786 0.05
-370 -350 -4.78 15.18 163.786 183.114 0.05
-370 -350 -4.78 15.18 183.114 202.442 0.05
-370 -350 -4.78 15.18 202.442 221.769 0.05
-370 -350 -4.78 15.18 221.769 241.097 0.05
-370 -350 -4.78 15.18 241.097 260.425 0.05
-370 -350 -4.78 15.18 260.425 279.753 0.05
-370 -350 -4.78 15.18 279.753 299.081 0.05
-370 -350 -4.78 15.18 299.081 318.408 0.05
-370 -350 -4.78 15.18 318.408 337.736 0.05
-370 -350 -4.78 15.18 337.736 357.064 0.05
-370 -350 -4.78 15.18 357.064 376.392 0.05
-370 -350 -4.78 15.18 376.392 395.719 0.05
-370 -350 -4.78 15.18 395.719 415.047 0.05
-370 -350 -4.78 15.18 415.047 434.375 0.05
-370 -350 -4.78 15.18 434.375 453.703 0.05
-370 -350 -4.78 15.18 453.703 473.031 0.05
-370 -350 -4.78 15.18 473.031 492.358 0.05
-370 -350 -4.78 15.18 492.358 511.686 0.05
-370 -350 -4.78 15.18 511.686 531.014 0.05
-370 -350 -4.78 15.18 531.014 550.342 0.05
-370 -350 -4.78 15.18 550.342 569.669 0.05
-370 -350 -4.78 15.18 569.669 588.997 0.05
-370 -350 -4.78 15.18 588.997 608.325 0.05
-370 -350 -4.78 15.18 608.325 627.653 0.05
-370 -350 -4.78 15.18 627.653 646.981 0.05
-370 -350 -4.78 15.18 646.981 666.308 0.05
-370 -350 -4.78 15.18 666.308 685.636 0.05
-370 -350 -4.78 15.18 685.636 704.964 0.05
-370 -350 15.18 35.14 -10.1639 9.16389 0.05
-370 -350 15.18 35.14 9.16389 28.4917 0.05
-370 -350 15.18 35.14 28.4917 47.8194 0.05
-370 -350 15.18 35.14 47.8194 67.1472 0.05
-370 -350 15.18 35.14 67.1472 86.475 0.05
-370 -350 15.18 35.14 86.475 105.803 0.05
-370 -350 15.18 35.14 105.803 125.131 0.05
-370 -350 15.18 35.14 125.131 144.458 0.05
-370 -350 15.18 35.14 144.458 163.786 0.05
-370 -350 15.18 35.14 163.786 183.114 0.05
-370 -350 15.18 35.14 183.114 202.442 0.05
-370 -350 15.18 35.14 202.442 221.769 0.05
-370 -350 15.18 35.14 221.769 241.097 0.05
-370 -350 15.18 35.14 241.097 260.425 0.05
-370 -350 15.18 35.14 260.425 279.753 0.05
-370 -350 15.18 35.14 279.753 299.081 0.05
-370 -350 15.18 35.14 299.081 318.408 0.05
-370 -350 15.18 35.14 318.408 337.736 0.05
-370 -350 15.18 35.14 337.736 357.064 0.05
-370 -350 15.18 35.14 357.064 376.392 0.05
-370 -350 15.18 35.14 376.392 395.719 0.05
-370 -350 15.18 35.14 395.719 415.047 0.05
-370 -350 15.18 35.14 415.047 434.375 0.05
-370 -350 15.18 35.14 434.375 453.703 0.05
-370 -350 15.18 35.14 453.703 473.031 0.05
-370 -350 15.18 35.14 473.031 492.358 0.05
-370 -350 15.18 35.14 492.358 511.686 0.05
-370 -350 15.18 35.14 511.686 531.014 0.05
-370 -350 15.18 35.14 531.014 550.342 0.05
-370 -350 15.18 35.14 550.342 569.669 0.05
-370 -350 15.18 35.14 569.669 588.997 0.05
-370 -350 15.18 35.14 588.997 608.325 0.05
-370 -350 15.18 35.14 608.325 627.653 0.05
-370 -350 15.18 35.14 627.653 646.981 0.05
-370 -350 15.18 35.14 646.981 666.308 0.05
-370 -350 15.18 35.14 666.308 685.636 0.05
-370 -350 15.18 35.14 685.636 704.964 0.05
-370 -350 35.14 55.1 -10.1639 9.16389 0.05
-370 -350 35.14 55.1 9.16389 28.4917 0.05
-370 -350 35.14 55.1 28.4917 47.8194 0.05
-370 -350 35.14 55.1 47.8194 67.1472 0.05
-370 -350 35.14 55.1 67.1472 86.475 0.05
-370 -350 35.14 55.1 86.475 105.803 0.05
-370 -350 35.14 55.1 105.803 125.131 0.05
-370 -350 35.14 55.1 125.131 144.458 0.05
-370 -350 35.14 55.1 144.458 163.786 0.05
-370 -350 35.14 55.1 163.786 183.114 0.05
-370 -350 35.14 55.1 183.114 202.442 0.05
-370 -350 35.14 55.1 202.442 221.769 0.05
-370 -350 35.14 55.1 221.769 241.097 0.05
-370 -350 35.14 55.1 241.097 260.425 0.05
-370 -350 35.14 55.1 260.425 279.753 0.05
-370 -350 35.14 55.1 279.753 299.081 0.05
-370 -350 35.14 55.1 299.081 318.408 0.05
-370 -350 35.14 55.1 318.408 337.736 0.05
-370 -350 35.14 55.1 337.736 357.064 0.05
-370 -350 35.14 55.1 357.064 376.392 0.05
-370 -350 35.14 55.1 376.392 395.719 0.05
-370 -350 35.14 55.1 395.719 415.047 0.05
-370 -350 35.14 55.1 415.047 434.375 0.05
-370 -350 35.14 55.1 434.375 453.703 0.05
-370 -350 35.14 55.1 453.703 473.031 0.05
-370 -350 35.14 55.1 473.031 492.358 0.05
-370 -350 35.14 55.1 492.358 511.686 0.05
-370 -350 35.14 55.1 511.686 531.014 0.05
-370 -350 35.14 55.1 531.014 550.342 0.05
-370 -350 35.14 55.1 550.342 569.669 0.05
-370 -350 35.14 55.1 569.669 588.997 0.05
-370 -350 35.14 55.1 588.997 608.325 0.05
-370 -350 35.14 55.1 608.325 627.653 0.05
-370 -350 35.14 55.1 627.653 646.981 0.05
-370 -350 35.14 55.1 646.981 666.308 0.05
-370 -350 35.14 55.1 666.308 685.636 0.05
-370 -350 35.14 55.1 685.636 704.964 0.05
-370 -350 55.1 75.06 -10.1639 9.16389 0.05
-370 -350 55.1 75.06 9.16389 28.4917 0.05
-370 -350 55.1 75.06 28.4917 47.8194 0.05
-370 -350 55.1 75.06 47.8194 67.1472 0.05
-370 -350 55.1 75.06 67.1472 86.475 0.05
-370 -350 55.1 75.06 86.475 105.803 0.05
-370 -350 55.1 75.06 105.803 125.131 0.05
-370 -350 55.1 75.06 125.131 144.458 0.05
-370 -350 55.1 75.06 144.458 163.786 0.05
-370 -350 55.1 75.06 163.786 183.114 0.05
-370 -350 55.1 75.06 183.114 202.442 0.05
-370 -350 55.1 75.06 202.442 221.769 0.05
-370 -350 55.1 75.06 221.769 241.097 0.05
-370 -350 55.1 75.06 241.097 260.425 0.05
-370 -350 55.1 75.06 260.425 279.753 0.05
-370 -350 55.1 75.06 279.753 299.081 0.05
-370 -350 55.1 75.06 299.081 318.408 0.05
-370 -350 55.1 75.06 318.408 337.736 0.05
-370 -350 55.1 75.06 337.736 357.064 0.05
-370 -350 55.1 75.06 357.064 376.392 0.05
-370 -350 55.1 75.06 376.392 395.719 0.05
-370 -350 55.1 75.06 395.719 415.047 0.05
-370 -350 55.1 75.06 415.047 434.375 0.05
-370 -350 55.1 75.06 434.375 453.703 0.05
-370 -350 55.1 75.06 453.703 473.031 0.05
-370 -350 55.1 75.06 473.031 492.358 0.05
-370 -350 55.1 75.06 492.358 511.686 0.05
-370 -350 55.1 75.06 511.686 531.014 0.05
-370 -350 55.1 75.06 531.014 550.342 0.05
-370 -350 55.1 75.06 550.342 569.669 0.05
-370 -350 55.1 75.06 569.669 588.997 0.05
-370 -350 55.1 75.06 588.997 608.325 0.05
-370 -350 55.1 75.06 608.325 627.653 0.05
-370 -350 55.1 75.06 627.653 646.981 0.05
-370 -350 55.1 75.06 646.981 666.308 0.05
-370 -350 55.1 75.06 666.308 685.636 0.05
-370 -350 55.1 75.06 685.636 704.964 0.05
-370 -350 75.06 95.02 -10.1639 9.16389 0.05
-370 -350 75.06 95.02 9.16389 28.4917 0.05
-370 -350 75.06 95.02 28.4917 47.8194 0.05
-370 -350 75.06 95.02 47.8194 67.1472 0.05
-370 -350 75.06 95.02 67.1472 86.475 0.05
-370 -350 75.06 95.02 86.475 105.803 0.05
-370 -350 75.06 95.02 105.803 125.131 0.05
-370 -350 75.06 95.02 125.131 144.458 0.05
-370 -350 75.06 95.02 144.458 163.786 0.05
-370 -350 75.06 95.02 163.786 183.114 0.05
-370 -350 75.06 95.02 183.114 202.442 0.05
-370 -350 75.06 95.02 202.442 221.769 0.05
-370 -350 75.06 95.02 221.769 241.097 0.05
-370 -350 75.06 95.02 241.097 260.425 0.05
-370 -350 75.06 95.02 260.425 279.753 0.05
-370 -350 75.06 95.02 279.753 299.081 0.05
-370 -350 75.06 95.02 299.081 318.408 0.05
-370 -350 75.06 95.02 318.408 337.736 0.05
-370 -350 75.06 95.02 337.736 357.064 0.05
-370 -350 75.06 95.02 357.064 376.392 0.05
-370 -350 75.06 95.02 376.392 395.719 0.05
-370 -350 75.06 95.02 395.719 415.047 0.05
-370 -350 75.06 95.02 415.047 434.375 0.05
-370 -350 75.06 95.02 434.375 453.703 0.05
-370 -350 75.06 95.02 453.703 473.031 0.05
-370 -350 75.06 95.02 473.031 492.358 0.05
-370 -350 75.06 95.02 492.358 511.686 0.05
-370 -350 75.06 95.02 511.686 531.014 0.05
-370 -350 75.06 95.02 531.014 550.342 0.05
-370 -350 75.06 95.02 550.342 569.669 0.05
-370 -350 75.06 95.02 569.669 588.997 0.05
-370 -350 75.06 95.02 588.997 608.325 0.05
-370 -350 75.06 95.02 608.325 627.653 0.05
-370 -350 75.06 95.02 627.653 646.981 0.05
-370 -350 75.06 95.02 646.981 666.308 0.05
-370 -350 75.06 95.02 666.308 685.636 0.05
-370 -350 75.06 95.02 685.636 704.964 0.05
-370 -350 95.02 114.98 -10.1639 9.16389 0.05
-370 -350 95.02 114.98 9.16389 28.4917 0.05
-370 -350 95.02 114.98 28.4917 47.8194 0.05
-370 -350 95.02 114.98 47.8194 67.1472 0.05
-370 -350 95.02 114.98 67.1472 86.475 0.05
-370 -350 95.02 114.98 86.475 105.803 0.05
-370 -350 95.02 114.98 105.803 125.131 0.05
-370 -350 95.02 114.98 125.131 144.458 0.05
-370 -350 95.02 114.98 144.458 163.786 0.05
-370 -350 95.02 114.98 163.786 183.114 0.05
-370 -350 95.02 114.98 183.114 202.442 0.05
-370 -350 95.02 114.98 202.442 221.769 0.05
-370 -350 95.02 114.98 221.769 241.097 0.05
-370 -350 95.02 114.98 241.097 260.425 0.05
-370 -350 95.02 114.98 260.425 279.753 0.05
-370 -350 95.02 114.98 279.753 299.081 0.05
-370 -350 95.02 114.98 299.081 318.408 0.05
-370 -350 95.02 114.98 318.408 337.736 0.05
-370 -350 95.02 114.98 337.736 357.064 0.05
-370 -350 95.02 114.98 357.064 376.392 0.05
-370 -350 95.02 114.98 376.392 395.719 0.05
-370 -350 95.02 114.98 395.719 415.047 0.05
-370 -350 95.02 114.98 415.047 434.375 0.05
-370 -350 95.02 114.98 434.375 453.703 0.05
-370 -350 95.02 114.98 453.703 473.031 0.05
-370 -350 95.02 114.98 473.031 492.358 0.05
-370 -350 95.02 114.98 492.358 511.686 0.05
-370 -350 95.02 114.98 511.686 531.014 0.05
-370 -350 95.02 114.98 531.014 550.342 0.05
-370 -350 95.02 114.98 550.342 569.669 0.05
-370 -350 95.02 114.98 569.669 588.997 0.05
-370 -350 95.02 114.98 588.997 608.325 0.05
-370 -350 95.02 114.98 608.325 627.653 0.05
-370 -350 95.02 114.98 627.653 646.981 0.05
-370 -350 95.02 114.98 646.981 666.308 0.05
-370 -350 95.02 114.98 666.308 685.636 0.05
-370 -350 95.02 114.98 685.636 704.964 0.05
-370 -350 114.98 134.94 -10.1639 9.16389 0.05
-370 -350 114.98 134.94 9.16389 28.4917 0.05
-370 -350 114.98 134.94 28.4917 47.8194 0.05
-370 -350 114.98 134.94 47.8194 67.1472 0.05
-370 -350 114.98 134.94 67.1472 86.475 0.05
-370 -350 114.98 134.94 86.475 105.803 0.05
-370 -350 114.98 134.94 105.803 125.131 0.05
-370 -350 114.98 134.94 125.131 144.458 0.05
-370 -350 114.98 134.94 144.458 163.786 0.05
-370 -350 114.98 134.94 163.786 183.114 0.05
-370 -350 114.98 134.94 183.114 202.442 0.05
-370 -350 114.98 134.94 202.442 221.769 0.05
-370 -350 114.98 134.94 221.769 241.097 0.05
-370 -350 114.98 134.94 241.097 260.425 0.05
-370 -350 114.98 134.94 260.425 279.753 0.05
-370 -350 114.98 134.94 279.753 299.081 0.05
-370 -350 114.98 134.94 299.081 318.408 0.05
-370 -350 114.98 134.94 318.408 337.736 0.05
-370 -350 114.98 134.94 337.736 357.064 0.05
-370 -350 114.98 134.94 357.064 376.392 0.05
-370 -350 114.98 134.94 376.392 395.719 0.05
-370 -350 114.98 134.94 395.719 415.047 0.05
-370 -350 114.98 134.94 415.047 434.375 0.05
-370 -350 114.98 134.94 434.375 453.703 0.05
-370 -350 114.98 134.94 453.703 473.031 0.05
-370 -350 114.98 134.94 473.031 492.358 0.05
-370 -350 114.98 134.94 492.358 511.686 0.05
-370 -350 114.98 134.94 511.686 531.014 0.05
-370 -350 114.98 134.94 531.014 550.342 0.05
-370 -350 114.98 134.94 550.342 569.669 0.05
-370 -350 114.98 134.94 569.669 588.997 0.05
-370 -350 114.98 134.94 588.997 608.325 0.05
-370 -350 114.98 134.94 608.325 627.653 0.05
-370 -350 114.98 134.94 627.653 646.981 0.05
-370 -350 114.98 134.94 646.981 666.308 0.05
-370 -350 114.98 134.94 666.308 685.636 0.05
-370 -350 114.98 134.94 685.636 704.964 0.05
-370 -350 134.94 154.9 -10.1639 9.16389 0.05
-370 -350 134.94 154.9 9.16389 28.4917 0.05
-370 -350 134.94 154.9 28.4917 47.8194 0.05
-370 -350 134.94 154.9 47.8194 67.1472 0.05
